Degree,Field_of_Study,University_GPA,Certifications,Internships_Completed,Job_Role
M.Sc,Agriculture (M.Sc),8.94,AutoCAD,1,Data Engineer
B.Sc,Electronics,8.61,Scrum Master,1,Lab Technician
M.Tech,VLSI,9.3,AWS,0,R&D Engineer
B.Des,Product Design,7.86,Java,2,Fashion Stylist
B.Com,Accounting & Finance,8.94,None,3,Financial Auditor
B.Sc,Artificial Intelligence,6.01,Java,3,Forensic Expert
M.Sc,Computer Science (M.Sc),7.2,React,3,Clinical Psychologist
B.Tech,Mechatronics Engineering,9.84,Six Sigma,1,Robotics Engineer
B.Tech,Petroleum Engineering,6.52,React,0,Food Safety Officer
B.A,History,6.89,CPA,2,Social Worker
B.Tech,Mechanical Engineering,8.82,Scrum Master,1,Structural Engineer
B.Sc,Electronics,8.47,Six Sigma,1,Lab Technician
B.Com,Taxation,7.43,None,1,Tax Consultant
BBA,Hospitality Management,9.83,AWS,2,Hotel Manager
M.Tech,Transportation Engineering,8.42,Java,3,Senior Data Scientist
B.Tech,Petroleum Engineering,7.94,Six Sigma,1,Automotive Design Engineer
B.Tech,Instrumentation Engineering,6.04,Scrum Master,3,Maintenance Engineer
B.Tech,Civil Engineering,7.48,CPA,3,Process Engineer
BBA,Finance,9.81,CPA,2,Business Analyst
B.Sc,Microbiology,6.57,Scrum Master,0,Registered Nurse
B.Tech,Agriculture Engineering,8.14,None,0,Biomedical Engineer
B.Tech,Aeronautical Engineering,6.38,Python,3,Food Safety Officer
M.Tech,Biotechnology (Masters),9.59,AWS,1,R&D Engineer
B.Sc,Fashion Design,9.87,Java,1,Clinical Research Associate
B.Tech,Civil Engineering,6.99,Python,0,Site Supervisor
B.Tech,Aerospace Engineering,9.39,CPA,2,Robotics Engineer
B.Tech,Chemical Engineering,8.89,Python,0,Structural Engineer
BBA,Logistics & Supply Chain,6.35,Six Sigma,1,Sales Manager
M.Tech,VLSI,8.86,Six Sigma,2,Senior Data Scientist
B.A,Fine Arts,6.26,AutoCAD,1,Media Planner
B.Sc,Chemistry,7.86,None,1,Data Analyst
MBA,Digital Marketing (Advanced),7.94,Python,1,HR Director
B.Tech,Food Technology,8.56,Six Sigma,1,Biomedical Engineer
B.Sc,Environmental Science,6.07,AutoCAD,3,Registered Nurse
,Computer Science Engineering (Masters),6.16,AWS,2,Robotics System Architect
M.Sc,Physics (M.Sc),6.83,None,0,Statistician
B.Com,Taxation,6.88,CPA,2,Bank Officer
MBA,Healthcare Management (Advanced),6.43,Six Sigma,3,Agri-Business Manager
B.Sc,Environmental Science,7.77,Java,2,Dietician
B.Sc,Biotechnology,8.69,React,3,Microbiologist
B.Com,Economics,7.35,Scrum Master,0,Tax Consultant
B.Tech,Electronics & Communication Engineering,8.89,None,1,Embedded Systems Engineer
B.Tech,Civil Engineering,8.57,React,0,Structural Engineer
B.Tech,Information Technology,9.34,Java,0,AI Engineer
MBA,Logistics & Supply Chain (Advanced),6.23,Java,1,Agri-Business Manager
B.Sc,Data Science,8.59,None,3,Lab Technician
B.Tech,Cybersecurity,7.56,Six Sigma,0,Full Stack Developer
B.Tech,Petroleum Engineering,9.26,None,3,Robotics Engineer
B.A,Psychology,6.99,Java,2,Social Worker
B.Des,Fashion Design,8.02,Six Sigma,2,Product Designer
B.Tech,AI & Machine Learning,6.5,AWS,0,System Engineer
B.Com,Banking & Insurance,7.71,Java,0,Tax Consultant
B.Com,Auditing,6.55,AWS,3,Bank Officer
B.Tech,Cybersecurity,9.71,Java,3,AI Engineer
M.Sc,Psychology (M.Sc),9.83,Python,0,Senior Researcher
M.Tech,Cybersecurity (Masters),9.25,AutoCAD,2,R&D Engineer
M.Sc,Physics (M.Sc),9.45,Six Sigma,1,Senior Researcher
B.Des,Industrial Design,7.62,None,0,Fashion Stylist
B.A,Geography,9.86,Python,1,Content Writer
B.Des,Graphic Design,6.07,CPA,1,Interior Architect
BBA,Digital Marketing,8.63,Six Sigma,0,Marketing Executive
B.Com,Banking & Insurance,6.32,Scrum Master,3,Bank Officer
B.Sc,Psychology,6.96,React,0,Registered Nurse
B.Sc,Nutrition & Dietetics,8.8,Scrum Master,2,Microbiologist
,Electronics,6.88,CFA,0,Data Analyst
M.Sc,Agriculture (M.Sc),9.9,AutoCAD,1,Senior Researcher
M.Sc,Statistics (M.Sc),9.3,Python,0,Senior Researcher
B.Sc,Nursing,8.25,CPA,0,Microbiologist
M.Tech,Embedded Systems,8.51,Scrum Master,0,Senior Data Scientist
BBA,Human Resource Management,7.06,AWS,2,HR Generalist
MBA,Marketing (Advanced),7.57,None,0,HR Director
MBA,Business Analytics (Advanced),6.11,React,2,Business Development Manager
BBA,Aviation Management,9.42,Python,1,Hotel Manager
B.Tech,Mechatronics Engineering,7.49,Six Sigma,2,Automotive Design Engineer
B.Tech,Production Engineering,8.83,None,2,Structural Engineer
M.Tech,VLSI,6.36,AWS,0,Robotics System Architect
BBA,Finance,7.92,None,2,HR Generalist
B.Sc,Nutrition & Dietetics,9.36,AWS,3,Clinical Research Associate
M.Tech,Mechanical Design,7.84,Scrum Master,2,VLSI Architect
B.A,Tamil,8.3,Python,2,Psychologist
,Healthcare Management,7.14,Photoshop,2,Aviation Operations Manager
B.Com,Banking & Insurance,7.79,CPA,3,Tax Consultant
M.Tech,Mechanical Design,6.41,React,2,Robotics System Architect
M.Sc,Physics (M.Sc),9.59,Python,0,Senior Researcher
B.Sc,Fashion Design,9.76,None,1,Clinical Research Associate
B.Tech,Automobile Engineering,6.97,Scrum Master,1,Food Safety Officer
M.Tech,Transportation Engineering,6.98,None,2,Robotics System Architect
BBA,Operations Management,7.75,AutoCAD,3,HR Generalist
MBA,Entrepreneurship (Advanced),9.88,CPA,3,Investment Banker
B.Com,Financial Markets,7.43,Six Sigma,0,Tax Consultant
B.Sc,Biotechnology,6.57,CPA,2,Registered Nurse
B.Tech,Textile Engineering,6.47,AutoCAD,2,Food Safety Officer
B.Com,Banking & Insurance,7.65,React,0,Tax Consultant
BBA,Digital Marketing,8.89,AutoCAD,3,Marketing Executive
M.Tech,Cybersecurity (Masters),7.41,CPA,1,VLSI Architect
B.Tech,Food Technology,7.31,CPA,2,Automotive Design Engineer
,Animation & Multimedia,8.64,PMP,1,UI/UX Designer
B.Des,Product Design,7.79,CPA,0,Fashion Stylist
B.Sc,Computer Science,8.4,React,2,Lab Technician
M.Tech,Thermal Engineering,7.93,AWS,1,VLSI Architect
,Computer Science (M.Sc),9.09,,0,Senior Researcher
MBA,Human Resource (Advanced),9.57,Scrum Master,1,Investment Banker
M.Sc,Artificial Intelligence (M.Sc),6.13,None,1,Statistician
MBA,Banking & Financial Services,6.65,None,0,Agri-Business Manager
M.Sc,Environmental Science (M.Sc),6.03,React,1,Statistician
BBA,Logistics & Supply Chain,9.19,None,0,Business Analyst
B.Com,Taxation,9.55,AutoCAD,0,Chartered Accountant
B.Com,International Business,9.56,CPA,3,Chartered Accountant
M.Tech,Manufacturing Engineering,8.77,Java,0,Senior Data Scientist
B.A,Political Science,9.37,CPA,1,Content Writer
B.A,Sanskrit,6.16,Six Sigma,0,Social Worker
B.Des,UI/UX Design,7.53,Six Sigma,2,Fashion Stylist
B.Sc,Agriculture,6.25,Java,0,Registered Nurse
MBA,Logistics & Supply Chain (Advanced),8.66,Six Sigma,0,Hospital Administrator
B.Des,Game Design,9.62,CPA,0,UI/UX Designer
M.Tech,Manufacturing Engineering,7.48,Python,2,VLSI Architect
B.Tech,Aeronautical Engineering,8.57,None,2,Biomedical Engineer
M.Tech,Robotics,7.26,AWS,0,VLSI Architect
B.Tech,Mechanical Engineering,6.96,AWS,3,Site Supervisor
B.Des,Fashion Design,8.53,Six Sigma,0,Product Designer
BBA,Healthcare Management,9.37,AWS,2,Hotel Manager
B.A,Education,7.14,AutoCAD,1,Policy Analyst
,Artificial Intelligence (Masters),9.77,,2,R&D Engineer
B.Sc,Microbiology,6.03,None,2,Registered Nurse
MBA,Operations Management (Advanced),7.58,Six Sigma,2,HR Director
B.Tech,Electrical Engineering,9.88,Java,0,VLSI Design Engineer
B.Sc,Biotechnology,9.35,AutoCAD,2,Clinical Research Associate
B.Sc,Environmental Science,9.43,Java,0,Clinical Research Associate
B.Tech,Mechanical Engineering,7.78,Scrum Master,2,Process Engineer
B.Com,Taxation,7.93,AutoCAD,0,Tax Consultant
B.Tech,Instrumentation Engineering,6.12,None,0,Maintenance Engineer
M.Tech,VLSI,7.09,None,3,VLSI Architect
B.Com,Computer Applications,9.7,CPA,3,Chartered Accountant
BBA,International Business,9.27,AutoCAD,3,Business Analyst
B.Tech,Mechanical Engineering,8.5,Python,3,Structural Engineer
,Data Science (M.Sc),7.15,Python,1,Clinical Psychologist
B.Tech,Chemical Engineering,7.15,Six Sigma,2,Process Engineer
BBA,Travel & Tourism,9.69,CPA,1,Hotel Manager
BBA,Aviation Management,9.34,AWS,1,Hotel Manager
M.Sc,Artificial Intelligence (M.Sc),7.87,AWS,3,Clinical Psychologist
B.Sc,Environmental Science,9.22,Scrum Master,2,Clinical Research Associate
B.A,Psychology,8.1,None,3,Psychologist
M.Tech,VLSI,6.65,AutoCAD,0,Robotics System Architect
M.Tech,Information Technology (Masters),8.74,Java,1,Senior Data Scientist
B.Sc,Fashion Design,7.8,Six Sigma,0,Dietician
B.Com,Taxation,6.39,AutoCAD,2,Bank Officer
,Auditing,8.11,Google Analytics,0,Financial Auditor
B.Com,Corporate Secretaryship,7.99,Python,2,Tax Consultant
B.A,Hindi,7.52,AutoCAD,3,Policy Analyst
BBA,Healthcare Management,8.35,None,0,Retail Store Manager
M.Sc,Environmental Science (M.Sc),6.42,AWS,1,Statistician
MBA,Retail Management (Advanced),8.55,AutoCAD,3,Hospital Administrator
BBA,Human Resource Management,6.42,Python,0,Sales Manager
M.Tech,Robotics,8.03,CPA,2,Senior Data Scientist
MBA,Entrepreneurship (Advanced),8.12,Six Sigma,0,Product Manager
B.Tech,Electrical & Electronics Engineering,6.34,CPA,3,Maintenance Engineer
B.Sc,Nursing,7.15,AutoCAD,1,Dietician
BBA,Finance,6.99,AWS,1,Sales Manager
B.Tech,Computer Science Engineering,8.66,AWS,0,Data Scientist
B.Tech,AI & Data Science,7.89,React,3,Full Stack Developer
BBA,Retail Management,7.28,Java,3,Aviation Operations Manager
MBA,Retail Management (Advanced),8.41,AutoCAD,3,Hospital Administrator
B.Com,Corporate Secretaryship,7.83,Python,1,Tax Consultant
M.Tech,Robotics,6.67,None,2,Robotics System Architect
B.Tech,Biotechnology,6.06,None,3,Food Safety Officer
B.Tech,Mechatronics Engineering,7.94,None,0,Automotive Design Engineer
B.Com,Taxation,9.56,React,1,Chartered Accountant
B.Des,Fashion Design,7.35,Six Sigma,1,Fashion Stylist
BBA,Entrepreneurship,9.05,AWS,2,Business Analyst
B.A,Geography,9.29,Java,2,Content Writer
MBA,Hospitality & Tourism (Advanced),7.88,Scrum Master,2,Portfolio Manager
MBA,Business Analytics (Advanced),9.49,AWS,3,Investment Banker
B.A,Political Science,9.11,Scrum Master,0,Content Writer
B.Tech,Metallurgical Engineering,8.4,AWS,3,Structural Engineer
BBA,Aviation Management,8.32,Scrum Master,3,Retail Store Manager
M.Tech,Transportation Engineering,7.56,Python,0,VLSI Architect
BBA,Travel & Tourism,6.91,Scrum Master,2,Relationship Manager
B.Com,Economics,9.44,AWS,0,Chartered Accountant
M.Sc,Chemistry (M.Sc),9.55,Java,0,Senior Researcher
M.Tech,Environmental Engineering (Masters),7.84,Java,1,VLSI Architect
BBA,Retail Management,7.23,React,0,Aviation Operations Manager
M.Tech,Computer Science Engineering (Masters),9.63,Scrum Master,0,R&D Engineer
B.Tech,AI & Data Science,9.04,AWS,2,AI Engineer
B.Des,Animation & Multimedia,6.59,Six Sigma,1,Interior Architect
MBA,Operations Management (Advanced),8.88,None,1,Product Manager
MBA,Operations Management (Advanced),8.91,Six Sigma,1,Product Manager
B.A,Journalism & Mass Communication,7.58,Python,1,Art Director
BBA,Digital Marketing,9.23,Java,3,Business Analyst
M.Sc,Data Science (M.Sc),8.2,Scrum Master,2,Data Engineer
B.A,Sociology,9.28,Python,2,Content Writer
B.Tech,Aeronautical Engineering,9.65,Six Sigma,1,Robotics Engineer
M.Tech,Computer Science Engineering (Masters),8.81,AWS,1,Senior Data Scientist
B.Tech,Mechatronics Engineering,6.57,None,2,Food Safety Officer
M.Sc,Chemistry (M.Sc),8.15,AWS,1,Data Engineer
BBA,Aviation Management,6.51,Scrum Master,2,Relationship Manager
B.Tech,Marine Engineering,7.5,Python,2,Automotive Design Engineer
M.Sc,Electronics (M.Sc),6.14,CPA,2,Statistician
MBA,Aviation Management (Advanced),7.45,AWS,2,Portfolio Manager
M.Tech,Embedded Systems,6.4,CPA,0,Robotics System Architect
M.Tech,Manufacturing Engineering,8.09,Java,3,Senior Data Scientist
B.Tech,Marine Engineering,6.78,Python,2,Food Safety Officer
M.Tech,Thermal Engineering,9.76,Java,3,R&D Engineer
B.Tech,Electrical & Electronics Engineering,8.54,AWS,0,Embedded Systems Engineer
B.Sc,Chemistry,6.51,Scrum Master,1,Forensic Expert
M.Tech,Information Technology (Masters),6.45,Scrum Master,1,Robotics System Architect
M.Sc,Environmental Science (M.Sc),6.7,CPA,2,Statistician
B.A,Sanskrit,8.31,AWS,0,Psychologist
M.Sc,Environmental Science (M.Sc),7.55,None,3,Clinical Psychologist
M.Tech,Embedded Systems,8.07,Six Sigma,3,Senior Data Scientist
M.Sc,Biotechnology (M.Sc),6.21,Python,0,Statistician
MBA,Aviation Management (Advanced),8.58,Java,1,Hospital Administrator
B.Sc,Data Science,9.89,React,3,Software Developer
B.Com,Corporate Secretaryship,9.1,None,2,Chartered Accountant
B.Sc,Information Technology,9.82,AutoCAD,0,Software Developer
B.Tech,Chemical Engineering,6.19,AutoCAD,3,Site Supervisor
M.Sc,Chemistry (M.Sc),7.18,AutoCAD,2,Clinical Psychologist
B.Sc,Artificial Intelligence,7.84,Scrum Master,1,Data Analyst
B.Sc,Microbiology,8.69,None,0,Microbiologist
BBA,Aviation Management,7.87,CPA,0,Aviation Operations Manager
M.Tech,Information Technology (Masters),8.6,None,0,Senior Data Scientist
M.Sc,Data Science (M.Sc),8.11,None,0,Data Engineer
M.Tech,Biotechnology (Masters),9.77,Java,2,R&D Engineer
B.Sc,Computer Science,6.34,Java,0,Forensic Expert
B.Tech,Metallurgical Engineering,9.58,AutoCAD,1,Project Manager
BBA,Human Resource Management,9.54,Scrum Master,3,Business Analyst
B.Tech,Data Science,9.46,Six Sigma,3,AI Engineer
B.Des,Jewellery Design,7.37,AWS,2,Fashion Stylist
M.Sc,Environmental Science (M.Sc),6.69,AutoCAD,0,Statistician
B.Sc,Agriculture,6.33,AWS,2,Registered Nurse
BBA,Human Resource Management,9.16,Python,0,Business Analyst
B.Tech,AI & Machine Learning,8.34,Java,3,Data Scientist
B.A,Economics,6.18,Six Sigma,2,Social Worker
MBA,Digital Marketing (Advanced),8.91,Java,2,Product Manager
B.Tech,Cybersecurity,6.33,Python,0,System Engineer
B.A,Psychology,7.94,AWS,0,Policy Analyst
,Data Science,9.39,,1,AI Engineer
B.Des,Industrial Design,8.5,Scrum Master,3,Product Designer
MBA,Business Analytics (Advanced),8.25,None,0,Product Manager
M.Sc,Microbiology (M.Sc),7.32,AWS,1,Clinical Psychologist
B.Tech,Production Engineering,8.19,None,0,Structural Engineer
B.A,Sanskrit,8.0,Scrum Master,0,Psychologist
BBA,Business Analytics,8.56,CPA,0,Marketing Executive
M.Sc,Biotechnology (M.Sc),8.0,AutoCAD,0,Data Engineer
B.Des,Textile Design,7.38,React,0,Fashion Stylist
B.A,Sanskrit,7.09,Java,3,Policy Analyst
B.Des,Communication Design,8.15,CPA,2,Product Designer
M.Tech,Biotechnology (Masters),6.86,Scrum Master,3,Robotics System Architect
M.Tech,Embedded Systems,8.07,AWS,0,Senior Data Scientist
M.Tech,VLSI,7.25,AutoCAD,2,VLSI Architect
M.Tech,Manufacturing Engineering,9.07,AWS,0,R&D Engineer
B.Sc,Chemistry,7.98,AWS,3,Data Analyst
B.Tech,Aerospace Engineering,7.77,CPA,0,Automotive Design Engineer
BBA,Human Resource Management,9.61,AutoCAD,2,Business Analyst
B.A,Public Administration,8.23,AWS,1,Public Relations Officer
B.A,English,7.11,Six Sigma,0,Policy Analyst
B.Tech,Biomedical Engineering,7.43,React,3,Automotive Design Engineer
B.Tech,Robotics & Automation,8.34,Python,1,Biomedical Engineer
B.Tech,Data Science,8.62,Java,1,Data Scientist
MBA,Business Analytics (Advanced),6.61,Six Sigma,3,Business Development Manager
B.Tech,Instrumentation Engineering,6.83,Java,2,Maintenance Engineer
BBA,Operations Management,8.03,CPA,3,Marketing Executive
MBA,Business Analytics (Advanced),8.51,React,2,Product Manager
B.Sc,Environmental Science,8.31,Java,1,Microbiologist
MBA,Hospitality & Tourism (Advanced),9.32,AWS,2,Supply Chain Manager
B.Tech,Mechatronics Engineering,6.88,Python,1,Food Safety Officer
B.Tech,Agriculture Engineering,9.41,Java,0,Robotics Engineer
M.Sc,Microbiology (M.Sc),6.8,AWS,2,Statistician
MBA,IT Management,9.35,None,3,Investment Banker
B.Tech,Agriculture Engineering,7.71,Six Sigma,2,Automotive Design Engineer
M.Sc,Data Science (M.Sc),9.74,Six Sigma,2,Senior Researcher
B.Com,Accounting & Finance,7.92,Python,1,Tax Consultant
B.Sc,Biotechnology,7.14,AutoCAD,3,Dietician
MBA,Agri-Business Management,8.86,Java,2,Hospital Administrator
MBA,Logistics & Supply Chain (Advanced),6.04,Scrum Master,3,Agri-Business Manager
M.Sc,Environmental Science (M.Sc),6.51,Java,3,Statistician
B.Tech,Computer Science Engineering,6.52,AutoCAD,1,System Engineer
B.Tech,Electrical & Electronics Engineering,8.01,Python,0,Embedded Systems Engineer
B.A,Hindi,6.36,Six Sigma,0,Social Worker
B.Tech,Mining Engineering,9.0,Python,0,Project Manager
M.Tech,Thermal Engineering,6.86,Python,0,Robotics System Architect
BBA,Healthcare Management,8.14,Scrum Master,1,Retail Store Manager
B.Tech,Petroleum Engineering,9.39,Scrum Master,0,Robotics Engineer
MBA,International Business (Advanced),6.95,React,3,Business Development Manager
MBA,Agri-Business Management,6.76,React,3,Agri-Business Manager
B.A,Journalism & Mass Communication,6.61,CPA,0,Media Planner
M.Tech,Computer Science Engineering (Masters),7.95,AWS,2,VLSI Architect
BBA,Hospitality Management,9.01,Six Sigma,3,Hotel Manager
B.Tech,Electrical & Electronics Engineering,6.41,Six Sigma,1,Maintenance Engineer
M.Sc,Statistics (M.Sc),7.72,AWS,1,Clinical Psychologist
MBA,Retail Management (Advanced),7.01,React,3,Portfolio Manager
B.Tech,Cybersecurity,6.11,Java,2,System Engineer
M.Tech,Data Science (Masters),7.05,Scrum Master,0,VLSI Architect
MBA,Marketing (Advanced),8.78,Six Sigma,3,Product Manager
B.Sc,Forensic Science,8.84,Scrum Master,1,Lab Technician
B.A,Psychology,7.45,React,0,Policy Analyst
MBA,Entrepreneurship (Advanced),6.68,Six Sigma,2,Business Development Manager
B.Sc,Electronics,9.23,Scrum Master,1,Software Developer
B.Tech,Robotics & Automation,8.02,None,2,Biomedical Engineer
M.Sc,Food Science & Nutrition,8.14,React,1,Data Engineer
BBA,Hospitality Management,7.98,Scrum Master,3,Aviation Operations Manager
MBA,Retail Management (Advanced),8.57,Scrum Master,2,Hospital Administrator
B.Sc,Mathematics,7.58,Python,1,Data Analyst
MBA,Retail Management (Advanced),7.32,React,3,Portfolio Manager
B.Com,Computer Applications,8.29,Java,3,Financial Auditor
BBA,Finance,9.29,Java,1,Business Analyst
MBA,Business Analytics (Advanced),9.84,Six Sigma,1,Investment Banker
B.Com,Taxation,6.43,Java,3,Bank Officer
B.Des,Graphic Design,8.87,Scrum Master,0,Product Designer
M.Tech,Cybersecurity (Masters),6.57,Six Sigma,1,Robotics System Architect
M.Tech,Information Technology (Masters),7.72,CPA,1,VLSI Architect
BBA,Finance,6.83,AutoCAD,0,Sales Manager
B.Tech,Aeronautical Engineering,9.77,None,2,Robotics Engineer
B.A,Psychology,9.8,Scrum Master,2,Content Writer
M.Sc,Microbiology (M.Sc),7.57,Java,1,Clinical Psychologist
B.Tech,Chemical Engineering,8.83,Python,0,Structural Engineer
M.Sc,Data Science (M.Sc),9.11,Java,2,Senior Researcher
BBA,Human Resource Management,9.85,AWS,2,Business Analyst
BBA,Retail Management,8.5,Scrum Master,2,Retail Store Manager
B.Des,UI/UX Design,7.5,Java,1,Fashion Stylist
B.Tech,Marine Engineering,9.1,Six Sigma,3,Robotics Engineer
MBA,Banking & Financial Services,7.31,React,1,Portfolio Manager
B.Tech,Aerospace Engineering,9.07,AWS,3,Robotics Engineer
MBA,Agri-Business Management,7.59,Java,2,Portfolio Manager
BBA,Operations Management,7.26,None,2,HR Generalist
M.Tech,Embedded Systems,9.69,AutoCAD,2,R&D Engineer
B.Tech,Electrical & Electronics Engineering,6.07,CPA,3,Maintenance Engineer
M.Tech,Power Systems,9.71,Six Sigma,2,R&D Engineer
M.Sc,Forensic Science (M.Sc),7.5,Scrum Master,3,Clinical Psychologist
BBA,Travel & Tourism,7.11,Python,2,Aviation Operations Manager
M.Tech,Machine Learning,9.6,AWS,1,R&D Engineer
M.Sc,Food Science & Nutrition,7.69,AutoCAD,2,Clinical Psychologist
B.Sc,Information Technology,8.78,Java,1,Lab Technician
B.Tech,Electronics & Communication Engineering,8.0,React,2,Embedded Systems Engineer
BBA,Logistics & Supply Chain,6.69,Six Sigma,0,Sales Manager
B.Com,Financial Markets,8.02,AWS,2,Financial Auditor
B.Tech,Textile Engineering,8.95,AWS,1,Biomedical Engineer
BBA,Entrepreneurship,6.85,AWS,0,Sales Manager
B.A,Fine Arts,6.53,CPA,3,Media Planner
B.Sc,Artificial Intelligence,9.08,Java,3,Software Developer
MBA,Healthcare Management (Advanced),7.27,Scrum Master,2,Portfolio Manager
B.Sc,Computer Science,7.83,Six Sigma,1,Data Analyst
B.A,Education,7.26,Scrum Master,0,Policy Analyst
M.Tech,Mechanical Design,6.85,Scrum Master,3,Robotics System Architect
M.Tech,Biotechnology (Masters),7.63,Java,2,VLSI Architect
M.Sc,Forensic Science (M.Sc),6.11,AutoCAD,2,Statistician
MBA,Operations Management (Advanced),7.49,React,1,HR Director
M.Tech,Machine Learning,6.7,Java,1,Robotics System Architect
MBA,Healthcare Management (Advanced),9.1,None,0,Supply Chain Manager
M.Tech,VLSI,8.69,Python,2,Senior Data Scientist
B.A,Hindi,9.73,Python,1,Content Writer
B.Tech,Cybersecurity,8.12,Python,1,Data Scientist
B.Tech,Biotechnology,6.75,AWS,2,Food Safety Officer
B.Tech,Automobile Engineering,7.79,Java,2,Automotive Design Engineer
B.Tech,Information Technology,9.03,Scrum Master,2,AI Engineer
